codigo,descricao,grupo,energiaKcal,proteinaG,lipideosG,carboidratoG,fibraG,calcioMg,magnesioMg,manganesMg,fosforoMg,ferroMg,sodioMg,potassioMg,cobreMg,zincoMg,selenioMcg,retinolMcg,raeMcg,tiaminaMg,riboflavinaMg,niacinaMg,piridoxinaMg,vitaminaB12Mcg,folatoMcg,vitaminaDMcg,vitaminaEMg,vitaminaCMg,colesterolMg,gordurasSaturadasG,gordurasMonoinsaturadasG,gordurasPoliinsaturadasG,gordurasTransG,acucaresG,acucaresAdicionadosG
7903801-99,Leite Nao Especificado Pasteurizado,,60,3.22,3.25,4.52,,113.05,10,0.003,91.04,0.03,40.02,143.06,0.011,0.4,3.7,28.01,28.43,0.044,0.183,0.107,0.036,0.44,5,1,0.06,,10,1.866,0.812,0.195,0.116,5.26,
7903901-99,Iogurte de Qualquer Sabor Light,,102,4.37,1.08,19.05,0.29,152,15,0.065,119,0.07,58,195,0.08,0.74,3.1,10,10.17,0.037,0.178,0.095,0.04,0.47,9,0.01,0.02,0.7,4,0.697,0.297,0.031,0.03,16.41,13
7904001-99,Iogurte de Qualquer Sabor Diet,,51.4,3.11,2.65,3.88,0.08,66.71,6.69,0.017,59,0.06,33.45,85.59,0.031,0.28,2.11,50.44,50.88,0.029,0.114,0.071,0.026,0.274,4.01,0.541,0.088,2.14,10.29,1.654,0.778,0.082,0.093,2.91,
7904201-99,Margarina Light,,253.7,0.08,28.52,0.27,,2.4,0.65,0.001,1.78,0,500.57,6.07,0.014,0.07,,804,848.67,,,,,0.028,0.36,,1.637,0.04,,7.635,17.477,2.174,3.537,0.32,
7904301-99,Leite de Vaca Integral Organico,,60,3.22,3.25,4.52,,113.05,10,0.003,91.04,0.03,40.02,143.06,0.011,0.4,3.7,28.01,28.43,0.044,0.183,0.107,0.036,0.44,5,1,0.06,,10,1.866,0.812,0.195,0.116,5.26,
7904401-99,Leite de Vaca Fresco Organico,,60,3.22,3.25,4.52,,113.05,10,0.003,91.04,0.03,40.02,143.06,0.011,0.4,3.7,28.01,28.43,0.044,0.183,0.107,0.036,0.44,5,,0.06,,10,1.866,0.812,0.195,0.116,5.26,
7904601-99,Leite Semidesnatado de Vaca Organico,,42,3.37,0.97,4.99,,119,11,0.003,95,0.03,44,150,0.01,0.42,3.3,58,58.17,0.02,0.185,0.093,0.037,0.44,5,1.3,0.01,,5,0.633,0.277,0.035,0.04,5.2,
7904701-99,Creme de Leite Organico,,292,2.17,30.91,2.96,,69,7,0.001,61,0.03,34,97,0.007,0.25,0.5,274,279,0.024,0.125,0.042,0.028,0.2,4,1.1,0.88,0.6,111,19.337,9.093,0.884,1.1,2.8,
7904801-99,Iogurte de Qualquer Sabor Organico,,98.7,3.46,3.47,14.62,2.13,120.93,11.52,0.031,98.07,0.09,44.78,162.44,0.02,0.44,3.99,29.65,30.13,0.048,0.197,0.141,0.042,0.466,7,0.064,0.083,4.15,10.59,1.976,0.863,0.218,0.123,13.06,7.06
7904803-99,Iogurte de Qualquer Sabor Desnatado Organico,,95,4.4,0.2,19,,152,15,0.035,119,0.07,58,194,0.011,0.74,6,2,2.33,0.04,0.18,0.1,0.04,0.47,9,,0.06,0.7,2,0.119,0.05,0.016,0.005,18.54,11.78
7904804-99,Iogurte Natural de Qualquer Sabor Organico,,61,3.47,3.25,4.66,,121,12,0.004,95,0.05,46,155,0.009,0.59,2.2,27,27.42,0.029,0.142,0.075,0.032,0.37,7,0.04,0.087,0.5,13,2.096,0.893,0.092,0.07,3.39,
7905103-99,Mussarela Light,,302,25.96,20.03,3.83,,731,26,0.011,524,0.25,16,95,0.027,3.13,16.3,133,136.67,0.101,0.329,0.119,0.079,2.31,10,0.16,0.37,,54,12.67,5.73,0.626,0.41,0.78,
7905104-99,Queijo Mussarela Light,,302,25.96,20.03,3.83,,731,26,0.011,524,0.25,16,95,0.027,3.13,16.3,133,136.67,0.101,0.329,0.119,0.079,2.31,10,0.16,0.37,,54,12.67,5.73,0.626,0.41,0.78,
7905201-99,Leite de Soja com Sabor Light,,53.2,2.56,1.03,8.62,0.69,19.65,17.77,0.105,52.85,0.69,49.55,92.63,0.068,0.15,2.13,,0.05,0.019,0.074,0.898,0.079,,7.45,,0.04,0.2,,0.149,0.227,0.581,,3.86,7.48
7905203-99,Ades Light,,39.4,1.99,0.82,6.18,0.55,15.53,13.6,0.083,39.92,0.54,49.27,70.92,0.052,0.12,1.58,,0.04,0.015,0.055,0.636,0.058,,5.84,,0.032,0.16,,0.119,0.182,0.465,,2.72,5.27
7905601-99,Creme de Leite Light,,59,2.6,1.4,9,,96,16,0.002,151,,144,206,0.016,0.81,2.9,12,12.25,0.056,0.237,0.124,0.062,0.52,4,0.047,0.04,0.7,5,0.841,0.384,0.052,0.055,5.65,5.21
7905901-99,Queijo Prato Light,,297.3,24.49,21.36,1.22,,704.84,18.04,0.008,276.48,0.44,847.57,62.81,0.02,1.99,8.9,279.12,283.65,0.017,0.24,0.051,0.047,0.531,11.52,0.112,0.186,,67.2,13.593,6.053,0.608,0.506,1.37,
7906001-99,Queijo de Minas Light,,90,13.74,1.93,3.63,,69,6,0.003,151,0.16,406,96,0.028,0.42,10.2,21,21.42,0.024,0.185,0.144,0.076,0.71,13,0.01,0.02,,8,1.221,0.55,0.059,0.06,3.6,
7906005-99,Queijo de Coalho Light,,297.3,24.49,21.36,1.22,,704.84,18.04,0.008,276.48,0.44,847.57,62.81,0.02,1.99,8.9,279.12,283.65,0.017,0.24,0.051,0.047,0.531,11.52,0.112,0.186,,67.2,13.593,6.053,0.608,0.506,1.37,
7906201-99,Queijo Ricota Light,,92.7,14.56,0.28,7.08,,181.1,17.66,0.003,119.48,0.11,83.87,201.45,0.005,0.56,2.51,1.48,1.49,0.055,0.184,0.103,0.054,0.246,3.1,,0.001,0.07,10.39,0.179,0.081,0.01,0.001,7.11,
7906303-99,Queijo Ralado Light,,265,20,20,1.37,,1109,38,0.085,729,0.9,1529,125,0.238,3.87,17.7,156,160.25,0.029,0.486,0.114,0.049,2.26,10,0.487,0.17,,88,13.317,6.098,0.462,0.571,1.37,
7906401-99,Queijo Polenguinho Light,,231,10.6,17.6,7,,112,8,0.005,146,1.68,296,167,0.022,0.76,4,352,355.75,0.02,0.28,0.14,0.07,0.6,18,0.58,0.15,,56,11.089,4.967,0.636,0.499,7,
7906501-99,Requeijao Light,,231,10.6,17.6,7,,112,8,0.005,146,1.68,296,167,0.022,0.76,4,352,355.75,0.02,0.28,0.14,0.07,0.6,18,0.58,0.15,,56,11.089,4.967,0.636,0.499,7,
7906601-99,Queijo Nao Especificado Light,,90,13.74,1.93,3.63,,69,6,0.003,151,0.16,406,96,0.028,0.42,10.2,21,21.42,0.024,0.185,0.144,0.076,0.71,13,0.01,0.02,,8,1.221,0.55,0.059,0.06,3.6,
7906702-99,Leite Achocolatado Light,,63,3.24,1,10.44,0.5,115,13,0.077,103,0.24,61,170,0.065,0.41,1.9,58,58.17,0.038,0.166,0.127,0.041,0.34,5,1,0.02,0.9,3,0.616,0.3,0.035,0.036,10.42,6
7906710-99,Bebida Achocolatada Light,,63,3.24,1,10.44,0.5,115,13,0.077,103,0.24,61,170,0.065,0.41,1.9,58,58.17,0.038,0.166,0.127,0.041,0.34,5,1,0.02,0.9,3,0.616,0.3,0.035,0.036,10.42,6
7906801-99,Leite com Sabor Diet,,73.3,3.48,3.51,7.09,0.39,147.69,17.76,0.082,115.69,0.17,71.79,188.49,0.089,0.97,4.12,26.86,27.26,0.053,0.21,0.143,0.113,0.461,5.66,0.959,0.066,2.36,9.59,2.007,0.901,0.214,0.111,6.24,
7906802-99,Leite Achocolatado Diet,,73.3,3.48,3.51,7.09,0.39,147.69,17.76,0.082,115.69,0.17,71.79,188.49,0.089,0.97,4.12,26.86,27.26,0.053,0.21,0.143,0.113,0.461,5.66,0.959,0.066,2.36,9.59,2.007,0.901,0.214,0.111,6.24,
7906810-99,Bebida Achocolatada Diet,,73.3,3.48,3.51,7.09,0.39,147.69,17.76,0.082,115.69,0.17,71.79,188.49,0.089,0.97,4.12,26.86,27.26,0.053,0.21,0.143,0.113,0.461,5.66,0.959,0.066,2.36,9.59,2.007,0.901,0.214,0.111,6.24,
7906901-99,Leite de Soja em Po Light,,379.6,32.94,2.8,59.92,2.4,1576.55,37.64,0.718,318.37,6.12,622.02,656.75,0.628,1.62,6.55,789.47,789.6,0.101,0.12,0.574,0.1,3.158,71.75,13.158,10.576,32.08,,0.402,0.613,1.568,,25.2,23.68
7907001-99,Leite em Po com Sabor,,405,3.3,3.1,90.9,4.8,37,98,0.707,128,3.14,210,591,0.705,1.55,2.6,,,0.032,0.146,0.511,0.01,,5,,0.37,0.7,,1.834,1.009,0.091,,75.79,79.56
7907101-99,Manteiga com ou sem Sal Light,,347.3,0.41,39.29,0.03,,12.65,1.21,0.002,11.63,0.01,36.64,11.63,0.008,0.04,0.48,325.03,449.41,0.002,0.016,0.02,0.001,0.082,1.45,0.678,1.124,,104.15,24.883,10.183,1.474,1.588,0.05,
7907301-99,Queijo de Minas Frescal Organico,,240,17.6,14.1,10.6,,529,33,0.01,829,0.2,1587,330,0.03,2.36,12.4,247,253.83,0.07,0.48,0.18,0.08,1.11,18,0.11,0.27,,53,8.85,4.13,0.41,0.78,10.6,
7907305-99,Queijo de Coalho Frescal Organico,,373,24.48,30.28,0.68,,746,27,0.011,444,0.72,536,81,0.032,3,14.5,192,198.5,0.015,0.39,0.093,0.079,0.83,18,0.24,0.26,,89,19.066,8.751,0.899,0.725,0.68,
8000103-99,Pao de Hamburguer,,279,9.5,4.33,49.45,2.1,138,21,0.272,62,3.32,479,94,0.22,0.66,19.5,,,0.4,0.318,4.154,0.071,0.2,170,,0.07,,,1.092,1.112,1.968,0.69,6.28,6.31
8000105-99,Pao de Sal,,300,8,3.1,58.6,2.3,16,25,0.46,95,1,648,142,0.13,0.8,,3,,0.39,0.67,2.34,0.6,,,,,,,1,0.9,0.7,0.37,,
8000201-99,Pao Doce,,355.2,5.14,13.08,55.83,2.02,32.49,18.08,0.443,73.44,2.09,207.79,98.68,0.107,0.5,14.37,95.85,97.7,0.307,0.26,2.404,0.036,0.108,89.84,0.382,0.391,0.05,44.09,7.883,3.532,0.66,0.419,26.57,26.19
8000203-99,Chineque,,355.2,5.14,13.08,55.83,2.02,32.49,18.08,0.443,73.44,2.09,194.29,98.68,0.107,0.5,14.37,95.85,97.7,0.307,0.26,2.404,0.036,0.108,89.84,0.382,0.391,0.05,44.09,7.883,3.532,0.66,0.419,26.57,26.19
8000218-99,Chineque com Farofa,,355.2,5.14,13.08,55.83,2.02,32.49,18.08,0.443,73.44,2.09,194.29,98.68,0.107,0.5,14.37,95.85,97.7,0.307,0.26,2.404,0.036,0.108,89.84,0.382,0.391,0.05,44.09,7.883,3.532,0.66,0.419,26.57,26.19
8000229-99,Pao de Mel,,508.4,4.46,18.34,85.04,1.85,89.98,107,0.936,73.67,3.54,153.34,600.85,0.312,0.61,18.83,120.01,122.32,0.26,0.198,2.165,0.258,0.085,65.5,0.414,0.53,0.02,57.44,11.103,5.062,0.859,0.544,52.88,60.4
8000234-99,Panetone,,355.9,7.45,10.43,58.03,2.14,19.44,15.99,0.388,96.56,2.85,210.02,139.79,0.104,0.58,25.5,19.86,20.09,0.446,0.386,3.545,0.064,0.131,136.82,0.151,0.865,0.34,50.12,1.821,2.516,5.344,0.046,15.77,13.03
8000237-99,Bisnaguinha,,310,10.86,6.47,52.04,2,178,26,0.58,122,3.72,536,139,0.14,0.99,26.8,1,1,0.53,0.37,5.37,0.1,0.13,150,,0.28,0.2,4,1.38,1.88,2.51,0.41,5.68,5.5
8000240-99,Croissant,,455.2,8.04,26.26,46.84,1.75,52.94,16.93,0.373,114.31,2.7,130.47,129.94,0.089,0.65,22,230.6,234.72,0.452,0.406,3.444,0.055,0.277,129.57,0.832,0.824,0.06,103.66,16.069,6.856,1.274,1.003,6.11,4.38
8000501-99,Pao de Forma Industrializado de Qualquer Marca,,266,7.64,3.29,50.61,2.4,151,23,0.478,99,3.74,681,100,0.253,0.74,17.3,,,0.455,0.331,4.385,0.084,,171,,0.22,,,0.717,0.681,1.355,0.63,4.31,4.13
8000801-99,Pao de Queijo,,363,5.1,24.6,34.2,0.6,102,8,0.03,94,0.3,773,93,0.01,0.6,,61,,0.04,0.1,,0.04,,,,,,68,,,,,,
8001101-99,Pao de Milho,,316.6,7.2,10.43,47.96,4.38,71,19.82,0.216,373.82,1.86,774.22,126.11,0.062,0.62,8.91,40.59,42.94,0.307,0.296,2.283,0.111,0.315,108.25,0.406,0.265,0.07,62.83,2.96,5.276,1.374,0.833,15.48,12.11
8001401-99,Pao Integral,,247,12.95,3.35,41.29,6.71,107,82,2.14,202,2.43,472,248,0.38,1.8,40.3,,0.17,0.35,0.22,4.71,0.21,,50,,0.51,,,0.75,1.6,0.6,0.6,10.08,6.76
8001501-99,Pao Nao Especificado,,300,8,3.1,58.6,2.3,16,25,0.46,95,1,648,142,0.13,0.8,,3,,0.39,0.67,2.34,0.6,,,,,,,1,0.9,0.7,0.37,,
8001901-99,Torrada de Qualquer Pao,,377,10.5,3.3,74.6,3.4,19,32,0.55,114,1.2,829,189,0.16,0.9,,,,0.38,,,,,,,,,,0.9,0.8,1,0.45,,
8002001-99,Rosca Doce,,423,4.54,20.61,55.53,1.07,66.53,10.54,0.28,75.85,1.62,175.07,74.07,0.06,0.4,13.22,53.61,55.42,0.24,0.22,1.78,0.03,0.15,64.5,0.24,1.1,0.08,31.95,8.06,7.72,2.84,3.55,31.83,31.54
8002002-99,Rosquinha Doce,,443,8.1,12,75.2,2.1,54,37,,166,1.8,352,142,0.17,1,,,,1.01,0.42,3.91,,,,,,,,3.9,3.7,2.2,1.58,36.52,36.53
8002101-99,Rosca Salgada,,245.8,12.83,9.85,25.8,1.18,213.03,19.04,0.242,208.42,1.93,511,143.54,0.085,1.42,19.32,61.99,70.06,0.3,0.335,2.475,0.082,0.752,86.01,0.175,0.303,3.92,47.3,5.241,3.105,0.702,0.196,1.52,0.66
8002106-99,Rosquinha Salgada,,432,10.1,14.4,68.7,2.5,20,40,,148,2.2,854,181,0.18,1.1,,,,0.71,0.13,7.14,0.17,,,,,,,4.4,4.6,2.9,1.8,10.64,10.58
8002201-99,Biscoito Salgado,,432,10.1,14.4,68.7,2.5,20,40,,148,2.2,854,181,0.18,1.1,,,,0.71,0.13,7.14,0.17,,,,,,,4.4,4.6,2.9,1.8,10.64,10.58
8002205-99,Presuntinho Biscoito,,509,8.88,25.4,60.74,2.54,31.34,18.25,0.546,92.97,3.76,833.41,96.79,0.137,0.62,30.22,0.25,0.6,0.633,0.42,4.867,0.043,0.004,173.25,0.001,5.772,0,0.09,5.4,8.852,9.818,0.755,0.32,
8002212-99,Biscoito de Polvilho,,436.7,4.46,29.08,38.37,,18.28,3.56,0.01,60.96,0.57,536.68,45.01,,0.37,10.92,59.54,60.01,0.02,0.18,0.02,0.04,0.39,15.59,0.45,4,,150.27,4.65,19.92,3.17,0.04,0.43,
8002225-99,Bolacha Salgada,,432,10.1,14.4,68.7,2.5,20,40,,148,2.2,854,181,0.18,1.1,,,,0.71,0.13,7.14,0.17,,,,,,,4.4,4.6,2.9,1.8,10.64,10.58
8002227-99,Chips (Salgadinhos),,558.9,5.08,35.25,55.41,2.76,2.47,24.52,0.129,73.5,3.05,601.77,106.52,0.054,0.5,23.7,,7.5,0.43,0.291,3.716,0.139,,85.4,,2.893,,,5.457,7.989,20.145,0.181,1.17,
8002230-99,Baconzitos,,509,8.88,25.4,60.74,2.54,31.34,18.25,0.546,92.97,3.76,833.41,96.79,0.137,0.62,30.22,0.25,0.6,0.633,0.42,4.867,0.043,0.004,173.25,0.001,5.772,0,0.09,5.4,8.852,9.818,0.755,0.32,
8002236-99,Biscoito Salgado Integral,,412.4,11.49,16.07,60.85,10.23,28.91,115.73,3.187,290.12,3.27,643.7,339.73,0.321,2.46,65.93,,0.35,0.375,0.18,5.337,0.286,,36.89,,1.874,,,2.539,3.498,9.025,0.077,0.5,
8002301-99,Biscoito Doce,,443,8.1,12,75.2,2.1,54,37,,166,1.8,352,142,0.17,1,,,,1.01,0.42,3.91,,,,,,,,3.9,3.7,2.2,1.58,36.52,36.53
8002302-99,Cavaco Chines,,443,8.1,12,75.2,2.1,54,37,,166,1.8,352,142,0.17,1,,,,1.01,0.42,3.91,,,,,,,,3.9,3.7,2.2,1.58,36.52,36.53
8002305-99,Sequilho,,443,8.1,12,75.2,2.1,54,37,,166,1.8,352,142,0.17,1,,,,1.01,0.42,3.91,,,,,,,,3.9,3.7,2.2,1.58,36.52,36.53
8002306-99,Tareco,,443,8.1,12,75.2,2.1,54,37,,166,1.8,352,142,0.17,1,,,,1.01,0.42,3.91,,,,,,,,3.9,3.7,2.2,1.58,36.52,36.53
8002309-99,Solda,,432,10.1,14.4,68.7,2.5,20,40,,148,2.2,854,181,0.18,1.1,,,,0.71,0.13,7.14,0.17,,,,,,,4.4,4.6,2.9,1.8,10.64,10.58
8002315-99,Brevidade,,371.2,3.18,14.61,57.71,1.06,29.07,3.74,0.152,45.4,0.38,162.4,39.93,0.024,0.3,7.41,162.63,170.35,0.016,0.128,0.016,0.032,0.279,12.67,0.303,0.71,0.03,100.29,2.738,6.609,4.286,1.908,30.11,29.72
8002334-99,Bolacha Doce,,443,8.1,12,75.2,2.1,54,37,,166,1.8,352,142,0.17,1,,,,1.01,0.42,3.91,,,,,,,,3.9,3.7,2.2,1.58,36.52,36.53
8002335-99,Maria Maluca (Bolacha Doce),,443,8.1,12,75.2,2.1,54,37,,166,1.8,352,142,0.17,1,,,,1.01,0.42,3.91,,,,,,,,3.9,3.7,2.2,1.58,36.52,36.53
8002405-99,Quebra Quebra,,443,8.1,12,75.2,2.1,54,37,,166,1.8,352,142,0.17,1,,,,1.01,0.42,3.91,,,,,,,,3.9,3.7,2.2,1.58,36.52,36.53
8002502-99,Rocambole,,339.3,6.32,26.93,18.55,0.54,45.49,9.84,0.13,93.2,1.18,50.56,92.24,0.038,0.53,15.22,250.49,254.72,0.168,0.284,1.094,0.053,0.413,50.88,0.969,0.982,0.2,194.01,15.901,7.698,1.274,0.908,4.95,3.57
8002503-99,Cuca de Qualquer Tipo,,355.2,5.14,13.08,55.83,2.02,32.49,18.08,0.443,73.44,2.09,194.29,98.68,0.107,0.5,14.37,95.85,97.7,0.307,0.26,2.404,0.036,0.108,89.84,0.382,0.391,0.05,44.09,7.883,3.532,0.66,0.419,26.57,26.19
8002601-99,Bolo de Milho,,311,4.8,12.4,45.1,0.7,83,10,0.11,128,0.7,134,118,0.04,0.4,,57,,0.11,0.05,,,,,,,,82,4.5,3.9,1.5,1.99,8.27,5.68
8002604-99,Amidomil (Bolinho),,311,4.8,12.4,45.1,0.7,83,10,0.11,128,0.7,134,118,0.04,0.4,,57,,0.11,0.05,,,,,,,,82,4.5,3.9,1.5,1.99,8.27,5.68
8002605-99,Angusor de Milho,,311,4.8,12.4,45.1,0.7,83,10,0.11,128,0.7,134,118,0.04,0.4,,57,,0.11,0.05,,,,,,,,82,4.5,3.9,1.5,1.99,8.27,5.68
8002609-99,Grustoli (Bolinho Doce),,421.4,5.55,19.8,55.7,1.21,80.51,11.37,0.281,90.03,1.95,211.11,78.11,0.06,0.44,16,66.35,68.64,0.305,0.266,2.225,0.034,0.176,80.92,0.279,1.276,0.05,40.1,4.574,9.553,3.505,4.472,26.61,26
8002701-99,Bolo de Aipim,,324,4.4,12.7,47.9,0.7,85,10,0.11,122,0.5,111,135,0.05,0.4,,,,0.13,0.07,,,,,,,,73,5,3.9,1.1,1.99,17.62,15.81
8002702-99,Bolo de Tapioca,,324,4.4,12.7,47.9,0.7,85,10,0.11,122,0.5,111,135,0.05,0.4,,,,0.13,0.07,,,,,,,,73,5,3.9,1.1,1.99,17.62,15.81
8002703-99,Bolo de Macaxeira,,324,4.4,12.7,47.9,0.7,85,10,0.11,122,0.5,111,135,0.05,0.4,,,,0.13,0.07,,,,,,,,73,5,3.9,1.1,1.99,17.62,15.81
8002704-99,Bolo de Goma,,324,4.4,12.7,47.9,0.7,85,10,0.11,122,0.5,111,135,0.05,0.4,,,,0.13,0.07,,,,,,,,73,5,3.9,1.1,1.99,17.62,15.81
8002801-99,Bolo de Batata Doce,,324,4.4,12.7,47.9,0.7,85,10,0.11,122,0.5,111,135,0.05,0.4,,,,0.13,0.07,,,,,,,,73,5,3.9,1.1,1.99,17.62,15.81
8002901-99,Bolo de Arroz,,324,4.4,12.7,47.9,0.7,85,10,0.11,122,0.5,111,135,0.05,0.4,,,,0.13,0.07,,,,,,,,73,5,3.9,1.1,1.99,17.62,15.81
8003101-99,Bolo de Cara,,324,4.4,12.7,47.9,0.7,85,10,0.11,122,0.5,111,135,0.05,0.4,,,,0.13,0.07,,,,,,,,73,5,3.9,1.1,1.99,17.62,15.81
8003501-99,Tortas Doces de Qualquer Sabor,,119.7,2.28,5.38,15.56,0.48,51.33,9.4,0.071,51.12,0.4,148.33,81.32,0.043,0.25,4.52,10.54,10.69,0.067,0.101,0.407,0.023,0.166,23.05,0.376,0.064,,3.76,1.787,2.627,0.608,1.063,7.46,5.55
8003601-99,Tortas Salgadas de Qualquer Sabor,,249.5,3.87,9.86,38.4,1.49,17.95,12,0.151,49.97,1.17,161.34,205.7,0.103,0.53,5.38,45.79,47.87,0.113,0.101,1.176,0.086,0.209,22.9,0.144,0.266,3.52,23.27,5.188,3.272,0.428,0.416,27.12,14.31
8003701-99,Sonho,,378.8,6.02,18.25,48.08,1.31,40.16,12.42,0.247,93.1,1.94,132.89,110.06,0.061,0.53,15.74,34.34,34.79,0.317,0.333,2.549,0.056,0.22,104.5,0.389,1,0.05,45.63,4.48,8.555,3.304,3.469,21.09,19.63
8003702-99,Filhos (Bolinho de Farinha de Trigo e Ovos),,421.4,5.55,19.8,55.7,1.21,80.51,11.37,0.281,90.03,1.95,211.11,78.11,0.06,0.44,16,66.35,68.64,0.305,0.266,2.225,0.034,0.176,80.92,0.279,1.276,0.05,40.1,4.574,9.553,3.505,4.472,26.61,26
8003801-99,Bolo de Chocolate,,312.8,8.71,6,58.3,1.76,33.65,29.57,0.3,133.44,2.67,63.07,151.89,0.2,0.93,17.03,82.84,83.52,0.22,0.36,1.51,0.07,0.55,63.48,0.63,0.52,0.75,209.07,1.98,2.22,0.8,,40.39,39.44
8003902-99,Brioche,,366.8,9.04,14.21,49.58,1.8,35.3,16.35,0.38,117.86,2.9,225.41,120.31,0.087,0.71,25.57,43.63,43.95,0.462,0.446,3.522,0.067,0.301,138.3,0.419,0.37,0.03,99.04,4.922,5.538,2.669,1.196,8.24,7.14
8004001-99,Bolo de Laranja,,360.8,4.8,13.15,58.31,2.36,68.71,32.54,0.638,82.73,1.98,102.03,255.24,0.194,0.65,12.46,77.62,80.8,0.24,0.193,1.543,0.104,0.143,54.3,0.27,0.483,5.31,67.72,5.292,4.906,1.905,0.284,34.4,30.76
8004101-99,Bolo de Coco,,317.2,6.33,8.7,54.19,1.2,22.51,15.82,0.48,91.55,1.52,78.47,161.56,0.08,0.73,18.33,54.56,56.31,0.17,0.26,1.14,0.1,0.36,52.64,0.42,0.43,5.26,137.69,5.59,1.56,0.59,,39.36,37.56
8004201-99,Bolo de Cenoura,,344.9,4.17,17.26,44.27,1.61,25.68,9.24,0.249,57.53,1.26,240.28,106.73,0.042,0.36,11.65,150.68,373.35,0.193,0.193,1.442,0.066,0.174,53.14,0.433,0.865,0.94,95.41,10.368,4.592,0.877,0.632,26.61,25.46
8004601-99,Bolo de Trigo,,286.6,6.91,4.24,55.27,0.65,23.76,10.13,0.15,88.97,1.46,47.87,132.31,0.04,0.55,18.6,63.65,65.7,0.19,0.3,1.25,0.07,0.42,60.08,0.48,0.44,6.02,160.65,1.27,1.57,0.62,,39.84,37.88
8004701-99,Broa,,392,9.8,18.3,47.1,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8004801-99,Biscoito Recheado,,472,6.4,19.6,70.5,3,27,48,,139,2.3,239,232,0.27,1,,,,0.32,0.39,2.52,0.46,,,,,,,6.2,6.6,1.7,4.21,40.62,40.53
8004807-99,Waffer (Biscoito),,430.3,6.25,12.49,74.79,2.25,34.82,23.45,0.47,91.23,2.82,717.78,114.85,0.2,0.7,23.79,2.64,2.68,0.41,0.3,3.07,0.04,0.06,107.14,0.04,0.91,0.03,15.64,2.76,4.67,4.18,1.4,34.84,33.85
8004809-99,Alfajores (Biscoito),,505.2,6.47,22.55,70.85,2.43,68.59,26.03,0.49,102.32,3.09,354.18,119.45,0.17,0.59,21.11,0.12,0.12,0.46,0.31,3.48,0.04,0.02,119.19,,2.15,0.01,0.02,7.63,10.27,3.41,4.85,25.21,24.8
8004810-99,Bolacha Recheada,,472,6.4,19.6,70.5,3,27,48,,139,2.3,239,232,0.27,1,,,,0.32,0.39,2.52,0.46,,,,,,,6.2,6.6,1.7,4.21,40.62,40.53
8004813-99,Rosca Recheada,,620.2,5.57,26.28,98.06,3.22,53.67,56.23,0.653,112.99,3.25,151.83,182.93,0.439,1.37,12.72,137.6,140.12,0.211,0.206,1.57,0.031,0.133,56.48,0.554,0.616,,78.21,15.888,7.551,1.117,0.597,74.97,75.63
8004814-99,Rosquinha Recheada de Qualquer Sabor,,472,6.4,19.6,70.5,3,27,48,,139,2.3,239,232,0.27,1,,,,0.32,0.39,2.52,0.46,,,,,,,6.2,6.6,1.7,4.21,40.62,40.53
8005201-99,Biscoito Não Especificado,,432,10.1,14.4,68.7,2.5,20,40,,148,2.2,854,181,0.18,1.1,,,,0.71,0.13,7.14,0.17,,,,,,,4.4,4.6,2.9,1.8,10.64,10.58
8006101-99,Crepe,,203.2,13.96,12.46,8.27,0.66,91.91,21.82,0.134,163,1.54,332.45,198.64,0.089,2.7,13.68,60.54,67.25,0.093,0.242,2.426,0.148,1.093,24.13,0.573,1.017,0.78,77.23,4.803,5.142,1.258,0.764,1.75,
8006501-99,Pao Diet (de Forma Industrializado),,198,9.1,2.3,43.6,12,80,39,0.853,102,2.96,511,122,0.137,1.12,30.4,,,0.422,0.295,3.885,0.126,,135,,0.24,0.1,,0.344,0.252,0.969,,4.11,3.82
8006601-99,Pao Light (de Forma Industrializado),,198,9.1,2.3,43.6,12,80,39,0.853,102,2.96,511,122,0.137,1.12,30.4,,,0.422,0.295,3.885,0.126,,135,,0.24,0.1,,0.344,0.252,0.969,,4.11,3.82
8006701-99,Pao de Queijo Light,,363,5.1,24.6,34.2,0.6,102,8,0.03,94,0.3,773,93,0.01,0.6,,61,,0.04,0.1,,0.04,,,,,,68,,,,,,
8006801-99,Pao Integral Light,,198,9.1,2.3,43.6,12,80,39,0.853,102,2.96,511,122,0.137,1.12,30.4,,,0.422,0.295,3.885,0.126,,135,,0.24,0.1,,0.344,0.252,0.969,,4.11,3.82
8007001-99,Tortas Doces de Qualquer Sabor Light,,121.8,2.29,5.39,16.06,0.5,51.45,9.66,0.074,51.53,0.41,236.66,82.69,0.045,0.26,4.53,10.54,10.69,0.067,0.101,0.409,0.023,0.166,23.07,0.376,0.064,,3.76,1.791,2.63,0.61,1.063,7.84,5.92
8007101-99,Tortas Doces de Qualquer Sabor Diet,,99.2,2.25,5.3,10.66,0.37,52.43,8.34,0.062,49.79,0.52,141.82,108.17,0.039,0.21,4.43,10.54,10.69,0.067,0.099,0.4,0.023,0.166,22.98,0.376,0.059,,3.76,1.748,2.621,0.583,1.063,2.31,0.22
